"economy"	"economycode"	"wpid_random"	"wgt"	"female"	"age"	"educ"	"inc_q"	"account"	"account_fin"	"account_mob"	"q2"	"q3"	"q4"	"q5"	"q6"	"q8a"	"q8b"	"q8c"	"q8d"	"q8e"	"q8f"	"q8g"	"q8h"	"q8i"	"q9"	"q10"	"q11"	"q12"	"q13"	"q14"	"q16"	"q17a"	"q17b"	"q17c"	"q18a"	"q18b"	"q20"	"q21a"	"q21b"	"q21c"	"q21d"	"q22a"	"q22b"	"q22c"	"q24"	"q25"	"q26"	"q27a"	"q27b"	"q27c"	"q27d"	"q28"	"q29a"	"q29b"	"q29c"	"q29d"	"q30"	"q31a"	"q31b"	"q31c"	"q32"	"q33a"	"q33b"	"q33c"	"q34"	"q35"	"q36a"	"q36bc"	"q36d"	"q37"	"q38"	"q39"	"q40a"	"q40bc"	"q40d"	"q41"	"q42"	"q43"	"q44a"	"q44b"	"q44c"	"saved"	"borrowed"
"Mexico"	"MEX"	208425165	0.286285095113012	"1 male"	"55"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"2 family, relatives, or friends"	"yes"	"yes"	"no"	"no"	"yes"	"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	169609170	0.5177323035906	"1 male"	"56"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	147442273	0.628383983772919	"1 male"	"30"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	135191398	1.7898949600588	"2 female"	"54"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	117487302	1.33280718054582	"2 female"	"20"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	147165579	0.910680113500805	"2 female"	"63"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	131392233	0.333201795136454	"2 female"	"23"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"yes"	"no"	"yes"	"no"	"yes"	"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	121868861	2.86285095113012	"1 male"	"40"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	148447755	0.695308531441027	"1 male"	"39"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	136518944	0.53164958954465	"2 female"	"31"	"secondary"	"2 second 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"yes"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	132420929	1.0763796472683	"1 male"	"58"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"yes"	"yes"	"no"	"no"	"no"	"yes"
"Mexico"	"MEX"	157286764	2.15275929453661	"1 male"	"57"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	147189614	0.692005928021774	"1 male"	"31"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"(dk)"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"yes"	"yes"	"no"	"no"			"no"						"yes"	"yes"	"no"	"no"	"yes"	"yes"
"Mexico"	"MEX"	203012695	0.910680113500805	"2 female"	"63"	"completed primary or less"	"3 middle 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	151509623	2.4460658449912	"2 female"	"41"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	187283302	0.585477474117469	"2 female"	"27"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	128296022	0.692005928021774	"1 male"	"32"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	186925037	0.510470920102448	"1 male"	"36"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	134425632	0.666403590272908	"2 female"	"24"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"(dk)"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	166139680	0.286285095113012	"2 female"	"48"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"3 not very possible"	"6 some other source"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from the government."	"no"				"yes"	"yes"
"Mexico"	"MEX"	186946428	0.628383983772919	"1 male"	"34"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"(dk)"	"(dk)"	"no"	"(dk)"	"no"	"no"	"no"	"(dk)"	"(dk)"							"no"	"no"	"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	135843625	0.560301348194842	"1 male"	"46"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(dk)"							"no"	"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	140858059	1.18148499808377	"1 male"	"22"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"(dk)"			"(dk)"		"(dk)"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"5 (dk)"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	192761646	0.628383983772919	"1 male"	"30"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	191806700	0.560301348194842	"1 male"	"54"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"							"(dk)"	"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"5 (dk)"		"(dk)"					"no"					"no"				"no"				"(dk)"							"(dk)"						"(ref)"				"yes"	"yes"
"Mexico"	"MEX"	140460580	0.314191991886459	"1 male"	"33"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"(dk)"	"no"	"yes"	"(dk)"	"(dk)"	"no"	"(dk)"	"yes"	"yes"	"(ref)"	"(dk)"	"yes"	"yes"							"no"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"(dk)"	"no"	"(dk)"	"no"	"yes"	"no"	"1 very possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"(dk)"	"yes"	"no"	"no"				"no"				"no"							"yes"	"no"	"yes"	"(dk)"	"2 over time as needed"	"1 you had this account before you began receiving payments from the government."	"(ref)"				"yes"	"yes"
"Mexico"	"MEX"	118015587	0.286285095113012	"2 female"	"40"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"(dk)"			"(dk)"											"no"		"no"		"3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home"	"no"	"(dk)"	"no"	"yes"	"(dk)"	"yes"	"(dk)"	"yes"	"(dk)"	"(dk)"	"yes"	"(dk)"	"no"	"(ref)"	"yes"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"yes"	"no"	"no"	"yes"	"yes"	"no"					"(dk)"				"no"				"yes"	"(dk)"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"(dk)"				"yes"	"yes"
"Mexico"	"MEX"	163502983	0.286285095113012	"2 female"	"36"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"(dk)"	"no"	"(dk)"	"(ref)"	"no"	"yes"	"(ref)"	"yes"	"yes"	"(dk)"							"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"(dk)"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"(dk)"	"yes"	"no"	"(dk)"				"yes"	"no"	"(dk)"	"yes"	"no"							"yes"	"no"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	114342574	0.433702239212503	"1 male"	"19"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"no"											"yes"	"2 three or more times per month"	"yes"	"3 money is not taken out in a typical month"	"2 you get it over the counter in a branch of your financial institution"	"yes"	"no"	"no"	"(dk)"	"yes"	"no"	"(dk)"	"(dk)"	"yes"	"(dk)"	"no"	"no"	"no"	"(dk)"	"no"	"1 very possible"	"3 money from working or a loan from an employer"	"yes"	"yes"	"(dk)"	"yes"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"(dk)"				"no"				"yes"	"(dk)"	"yes"	"yes"	"yes"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	196411784	0.39382833269459	"1 male"	"22"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"yes"	"(dk)"	"no"	"yes"	"(dk)"	"yes"	"yes"	"no"	"no"	"yes"	"(ref)"	"no"	"(dk)"	"no"							"no"	"yes"	"(dk)"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"(dk)"	"no"	"(ref)"	"yes"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"(dk)"					"no"				"no"				"no"							"no"						"(dk)"				"yes"	"yes"
"Mexico"	"MEX"	172760088	0.963710327550469	"1 male"	"43"	"completed primary or less"	"1 poorest 20%"	"yes"	"yes"	"yes"	"yes"	"(ref)"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"(ref)"	"(dk)"	"(ref)"	"yes"							"no"	"yes"	"(dk)"	"yes"	"no"	"no"	"yes"	"yes"	"(dk)"	"no"	"yes"	"no"	"(dk)"	"yes"	"1 very possible"	"3 money from working or a loan from an employer"	"yes"	"no"	"yes"	"yes"	"yes"	"no"					"no"				"yes"	"no"	"yes"	"no"	"yes"	"no"	"(dk)"	"yes"	"(dk)"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"yes"	"no"	"yes"	"yes"	"2 over time as needed"	"1 you had this account before you began receiving payments from the government."	"yes"	"yes"	"(dk)"	"no"	"yes"	"yes"
"Mexico"	"MEX"	197797074	1.30642752270176	"1 male"	"31"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"yes"	"(ref)"	"no"	"no"		"yes"	"yes"	"yes"	"(dk)"	"(dk)"	"no"	"(dk)"	"yes"	"no"							"yes"	"no"	"yes"	"yes"	"no"	"yes"	"(dk)"	"(dk)"	"no"	"(ref)"	"no"	"(dk)"	"(ref)"	"yes"	"3 not very possible"	"2 family, relatives, or friends"	"yes"	"no"	"yes"	"(dk)"	"no"	"no"					"no"				"yes"	"yes"	"(dk)"	"yes"	"(dk)"							"(dk)"						"no"				"yes"	"yes"
"Mexico"	"MEX"	166163751	0.62027858891211	"2 female"	"62"	"completed tertiary or more"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"7 (dk)"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	144129628	2.37287570987586	"1 male"	"25"	"completed tertiary or more"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"(ref)"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"7 (dk)"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	149115507	0.977518873119595	"1 male"	"74"	"completed tertiary or more"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"6 (refused)"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	173135619	1.0763796472683	"1 male"	"68"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"	"(ref)"							"no"	"no"	"no"	"no"	"(ref)"	"(ref)"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"6 (refused)"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	116262345	0.455340056750402	"2 female"	"80"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"yes"	"yes"	"no"	"no"	"no"	"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	148262853	0.361785877587847	"2 female"	"63"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"yes"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	208176631	0.560301348194842	"1 male"	"50"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	120248190	0.314191991886459	"1 male"	"29"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	128321802	0.286285095113012	"1 male"	"52"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	166129281	0.910680113500805	"2 female"	"72"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	116039922	1.10081235398855	"2 female"	"17"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"no"
"Mexico"	"MEX"	191898449	1.57531333077836	"1 male"	"20"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	144193272	1.0763796472683	"1 male"	"56"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	111475754	0.910680113500805	"2 female"	"57"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	190602097	0.692005928021774	"1 male"	"27"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"							"no"	"(dk)"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	159561554	1.19326330670587	"2 female"	"54"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	165866006	1.7898949600588	"2 female"	"46"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	201447724	0.942575975659378	"1 male"	"30"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"							"(dk)"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"4 not at all possible"		"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"yes"	"yes"	"no"	"no"	"yes"	"yes"
